0,64,6,tile_wall2
128,64,6,tile_wall2
256,64,0,tile_01
384,64,0,tile_01
512,64,0,tile_01
640,64,0,tile_01
768,64,0,tile_01
896,64,0,tile_01
1024,64,6,tile_wall2
1152,64,6,tile_wall2
0,128,6,tile_wall2
128,128,0,tile_02
256,128,0,tile_02
384,128,0,tile_02
512,128,0,tile_02
640,128,0,tile_02
768,128,0,tile_02
896,128,0,tile_02
1024,128,0,tile_02
1152,128,6,tile_wall2
0,192,0,tile_03
128,192,0,tile_03
256,192,0,tile_03
384,192,0,tile_03
512,192,0,tile_03
640,192,0,tile_03
768,192,0,tile_03
896,192,0,tile_03
1024,192,0,tile_03
1152,192,0,tile_03
0,256,0,tile_04
128,256,0,tile_04
256,256,0,tile_04
384,256,6,tile_wall2
512,256,3,tile_special
640,256,3,tile_special
768,256,6,tile_wall2
896,256,0,tile_04
1024,256,0,tile_04
1152,256,0,tile_04
0,320,5,tile_special3
128,320,5,tile_special3
256,320,6,tile_wall2
384,320,6,tile_wall2
512,320,0,tile_05
640,320,0,tile_05
768,320,6,tile_wall2
896,320,6,tile_wall2
1024,320,5,tile_special3
1152,320,5,tile_special3
